year,sub_event_type,country
2010,Excessive force against protesters,Nepal
2010,Excessive force against protesters,Nepal
2010,Excessive force against protesters,Nepal
2010,Excessive force against protesters,Nepal
2019,Excessive force against protesters,Nicaragua
2019,Excessive force against protesters,Nicaragua
2019,Excessive force against protesters,Nicaragua
2019,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2018,Excessive force against protesters,Nicaragua
2014,Excessive force against protesters,Niger
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2019,Excessive force against protesters,Nigeria
2018,Excessive force against protesters,Nigeria
2018,Excessive force against protesters,Nigeria
2018,Excessive force against protesters,Nigeria
2018,Excessive force against protesters,Nigeria
2017,Excessive force against protesters,Nigeria
2017,Excessive force against protesters,Nigeria
2017,Excessive force against protesters,Nigeria
2017,Excessive force against protesters,Nigeria
2017,Excessive force against protesters,Nigeria
2017,Excessive force against protesters,Nigeria
2017,Excessive force against protesters,Nigeria
2017,Excessive force against protesters,Nigeria
2017,Excessive force against protesters,Nigeria
2016,Excessive force against protesters,Nigeria
2016,Excessive force against protesters,Nigeria
2016,Excessive force against protesters,Nigeria
2016,Excessive force against protesters,Nigeria
2016,Excessive force against protesters,Nigeria
2016,Excessive force against protesters,Nigeria
2016,Excessive force against protesters,Nigeria
2016,Excessive force against protesters,Nigeria
2016,Excessive force against protesters,Nigeria
2016,Excessive force against protesters,Nigeria
2016,Excessive force against protesters,Nigeria
2015,Excessive force against protesters,Nigeria
2015,Excessive force against protesters,Nigeria
2015,Excessive force against protesters,Nigeria
2015,Excessive force against protesters,Nigeria
2015,Excessive force against protesters,Nigeria
2014,Excessive force against protesters,Nigeria
2014,Excessive force against protesters,Nigeria
2014,Excessive force against protesters,Nigeria
2014,Excessive force against protesters,Nigeria
2014,Excessive force against protesters,Nigeria
2013,Excessive force against protesters,Nigeria
2013,Excessive force against protesters,Nigeria
2013,Excessive force against protesters,Nigeria
2013,Excessive force against protesters,Nigeria
2013,Excessive force against protesters,Nigeria
2013,Excessive force against protesters,Nigeria
2013,Excessive force against protesters,Nigeria
2013,Excessive force against protesters,Nigeria
2012,Excessive force against protesters,Nigeria
2012,Excessive force against protesters,Nigeria
2012,Excessive force against protesters,Nigeria
2012,Excessive force against protesters,Nigeria
2012,Excessive force against protesters,Nigeria
2012,Excessive force against protesters,Nigeria
2012,Excessive force against protesters,Nigeria
2012,Excessive force against protesters,Nigeria
2011,Excessive force against protesters,Nigeria
2010,Excessive force against protesters,Nigeria
2020,Excessive force against protesters,Pakistan
2020,Excessive force against protesters,Pakistan
2019,Excessive force against protesters,Pakistan
2019,Excessive force against protesters,Pakistan
2019,Excessive force against protesters,Pakistan
2019,Excessive force against protesters,Pakistan
2019,Excessive force against protesters,Pakistan
2018,Excessive force against protesters,Pakistan
2018,Excessive force against protesters,Pakistan
2017,Excessive force against protesters,Pakistan
2017,Excessive force against protesters,Pakistan
2016,Excessive force against protesters,Pakistan
2016,Excessive force against protesters,Pakistan
2016,Excessive force against protesters,Pakistan
2016,Excessive force against protesters,Pakistan
2016,Excessive force against protesters,Pakistan
2016,Excessive force against protesters,Pakistan
2016,Excessive force against protesters,Pakistan
2016,Excessive force against protesters,Pakistan
2015,Excessive force against protesters,Pakistan
2015,Excessive force against protesters,Pakistan
2015,Excessive force against protesters,Pakistan
2015,Excessive force against protesters,Pakistan
2015,Excessive force against protesters,Pakistan
2015,Excessive force against protesters,Pakistan
2015,Excessive force against protesters,Pakistan
2015,Excessive force against protesters,Pakistan
2015,Excessive force against protesters,Pakistan
2014,Excessive force against protesters,Pakistan
2014,Excessive force against protesters,Pakistan
2014,Excessive force against protesters,Pakistan
2014,Excessive force against protesters,Pakistan
2014,Excessive force against protesters,Pakistan
2014,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2013,Excessive force against protesters,Pakistan
2012,Excessive force against protesters,Pakistan
2012,Excessive force against protesters,Pakistan
2012,Excessive force against protesters,Pakistan
2012,Excessive force against protesters,Pakistan
2012,Excessive force against protesters,Pakistan
2012,Excessive force against protesters,Pakistan
2012,Excessive force against protesters,Pakistan
2012,Excessive force against protesters,Pakistan
2012,Excessive force against protesters,Pakistan
2012,Excessive force against protesters,Pakistan
2012,Excessive force against protesters,Pakistan
2011,Excessive force against protesters,Pakistan
2011,Excessive force against protesters,Pakistan
2011,Excessive force against protesters,Pakistan
2011,Excessive force against protesters,Pakistan
2011,Excessive force against protesters,Pakistan
2011,Excessive force against protesters,Pakistan
2011,Excessive force against protesters,Pakistan
2011,Excessive force against protesters,Pakistan
2011,Excessive force against protesters,Pakistan
2011,Excessive force against protesters,Pakistan
2011,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2010,Excessive force against protesters,Pakistan
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2020,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2019,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
2018,Excessive force against protesters,Palestine
