infrastructure_type_id,secondary_infrastructure_type_id,country_id,year_commenced,Primary topic,Secondary (if needed)
3 | Research partnership,,193 | Sudan,2018,,
7 | Investment or joint venture,,99 | Indonesia,2018,,
10 | Subsidiary,,230 | Uzbekistan,2018,6 | Surveillance,
10 | Subsidiary,,128 | Sri Lanka,2018,6 | Surveillance,
10 | Subsidiary,,175 | Pakistan,2018,6 | Surveillance,
10 | Subsidiary,,168 | New Zealand,2018,6 | Surveillance,
10 | Subsidiary,,213 | Thailand,2018,6 | Surveillance,
10 | Subsidiary,,186 | Romania,2018,6 | Surveillance,
10 | Subsidiary,,20 | Belgium,2018,6 | Surveillance,
7 | Investment or joint venture,,228 | United States,2018,6 | Surveillance,
9 | Commercial partnership,,56 | Denmark,2018,6 | Surveillance,
11 | Smart cities,,98 | Hungary,2018,6 | Surveillance,
10 | Subsidiary,,135 | Morocco,2018,6 | Surveillance,
10 | Subsidiary,,245 | Zimbabwe,2018,6 | Surveillance,
10 | Subsidiary,,170 | Panama,2018,6 | Surveillance,
10 | Subsidiary,,123 | Kazakhstan,2018,6 | Surveillance,
10 | Subsidiary,,72 | France,2018,6 | Surveillance,
18 | Surveillance equipment,,236 | Vietnam,2018,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,120 | South Korea,2018,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,103 | India,2018,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,14 | Australia,2018,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,236 | Vietnam,2018,6 | Surveillance,
18 | Surveillance equipment,,188 | Russia,2018,6 | Surveillance,
4 | Training,,174 | Philippines,2018,,
11 | Smart cities,,229 | Uruguay,2018,2 | Smart cities,6 | Surveillance
9 | Commercial partnership,,74 | United Kingdom,2018,1 | Artificial Intelligence,
9 | Commercial partnership,,74 | United Kingdom,2018,1 | Artificial Intelligence,
3 | Research partnership,,93 | Hong Kong,2018,1 | Artificial Intelligence,2 | Smart cities
1 | R&D lab,,2 | United Arab Emirates,2018,1 | Artificial Intelligence,
9 | Commercial partnership,,228 | United States,2018,1 | Artificial Intelligence,
9 | Commercial partnership,,228 | United States,2018,1 | Artificial Intelligence,
18 | Surveillance equipment,,62 | Egypt,2018,6 | Surveillance,
18 | Surveillance equipment,25 | Facial recognition,103 | India,2018,6 | Surveillance,1 | Artificial Intelligence
9 | Commercial partnership,,223 | Taiwan,2018,,
9 | Commercial partnership,,228 | United States,2018,1 | Artificial Intelligence,
9 | Commercial partnership,,228 | United States,2018,1 | Artificial Intelligence,
11 | Smart cities,,170 | Panama,2018,2 | Smart cities,6 | Surveillance
11 | Smart cities,,11 | Argentina,2018,2 | Smart cities,6 | Surveillance
11 | Smart cities,,11 | Argentina,2018,2 | Smart cities,6 | Surveillance
11 | Smart cities,25 | Facial recognition,143 | Myanmar [Burma],2018,2 | Smart cities,1 | Artificial Intelligence
11 | Smart cities,,45 | Cameroon,2018,2 | Smart cities,6 | Surveillance
3 | Research partnership,,228 | United States,2018,1 | Artificial Intelligence,6 | Surveillance
11 | Smart cities,,23 | Bahrain,2018,2 | Smart cities,6 | Surveillance
11 | Smart cities,,42 | Côte d'Ivoire,2018,2 | Smart cities,6 | Surveillance
9 | Commercial partnership,,228 | United States,2018,,
9 | Commercial partnership,,228 | United States,2018,,
6 | Manufacturing facility,1 | R&D lab,74 | United Kingdom,2019,,
11 | Smart cities,,54 | Germany,2019,2 | Smart cities,6 | Surveillance
11 | Smart cities,17 | MoU-agreement,136 | Monaco,2019,2 | Smart cities,3 | 5G
11 | Smart cities,17 | MoU-agreement,62 | Egypt,2019,2 | Smart cities,6 | Surveillance
3 | Research partnership,12 | 5G,155 | Malaysia,2019,3 | 5G,
7 | Investment or joint venture,,161 | Nigeria,2019,3 | 5G,
15 | Telecommunications or ICT,,68 | Fiji,2019,,
3 | Research partnership,,176 | Poland,2019,,
1 | R&D lab,12 | 5G,228 | United States,2019,3 | 5G,
15 | Telecommunications or ICT,,103 | India,2019,,
12 | 5G,,121 | Kuwait,2019,3 | 5G,
12 | 5G,,23 | Bahrain,2019,3 | 5G,
12 | 5G,,243 | South Africa,2019,3 | 5G,
12 | 5G,,190 | Saudi Arabia,2019,3 | 5G,
12 | 5G,,107 | Iceland,2019,3 | 5G,
12 | 5G,,155 | Malaysia,2019,3 | 5G,
8 | Data centre,,243 | South Africa,2019,,
8 | Data centre,,243 | South Africa,2019,,
10 | Subsidiary,18 | Surveillance equipment,188 | Russia,2019,6 | Surveillance,
12 | 5G,,115 | Cambodia,2019,3 | 5G,
5 | Overseas Office,10 | Subsidiary,2 | United Arab Emirates,2019,4 | Biotech,
7 | Investment or joint venture,,99 | Indonesia,2019,,
7 | Investment or joint venture,,228 | United States,2019,,
8 | Data centre,,112 | Japan,2019,,
15 | Telecommunications or ICT,,14 | Australia,2019,,
7 | Investment or joint venture,,101 | Israel,2019,,
7 | Investment or joint venture,17 | MoU-agreement,195 | Singapore,2019,,
15 | Telecommunications or ICT,,53 | Czech Republic,2019,,
15 | Telecommunications or ICT,,103 | India,2019,,
15 | Telecommunications or ICT,,164 | Norway,2019,6 | Surveillance,
3 | Research partnership,,29 | Brazil,2019,,
15 | Telecommunications or ICT,,74 | United Kingdom,2019,,
1 | R&D lab,,66 | Ethiopia,2019,,
15 | Telecommunications or ICT,,175 | Pakistan,2019,,
12 | 5G,3 | Research partnership,65 | Spain,2019,3 | 5G,
17 | MoU-agreement,12 | 5G,155 | Malaysia,2019,3 | 5G,
15 | Telecommunications or ICT,,65 | Spain,2019,,
15 | Telecommunications or ICT,,103 | India,2019,,
11 | Smart cities,25 | Facial recognition,105 | Iraq,2019,2 | Smart cities,1 | Artificial Intelligence
8 | Data centre,,195 | Singapore,2019,,
6 | Manufacturing facility,12 | 5G,29 | Brazil,2019,3 | 5G,
11 | Smart cities,7 | Investment or joint venture,230 | Uzbekistan,2019,2 | Smart cities,6 | Surveillance
12 | 5G,,230 | Uzbekistan,2019,3 | 5G,5 | Chinese state loan
7 | Investment or joint venture,,228 | United States,2019,,
12 | 5G,,155 | Malaysia,2019,3 | 5G,
12 | 5G,,188 | Russia,2019,3 | 5G,
12 | 5G,11 | Smart cities,41 | Switzerland,2019,3 | 5G,2 | Smart cities
11 | Smart cities,,220 | Turkey,2019,2 | Smart cities,6 | Surveillance
11 | Smart cities,,65 | Spain,2019,2 | Smart cities,6 | Surveillance
11 | Smart cities,,103 | India,2019,2 | Smart cities,6 | Surveillance
3 | Research partnership,7 | Investment or joint venture,72 | France,2019,,
15 | Telecommunications or ICT,,99 | Indonesia,2019,,
17 | MoU-agreement,,113 | Kenya,2019,,
12 | 5G,,163 | Netherlands,2019,3 | 5G,
9 | Commercial partnership,,213 | Thailand,2019,1 | Artificial Intelligence,
12 | 5G,,41 | Switzerland,2019,3 | 5G,
12 | 5G,,190 | Saudi Arabia,2019,3 | 5G,
12 | 5G,1 | R&D lab,41 | Switzerland,2019,3 | 5G,
12 | 5G,,103 | India,2019,3 | 5G,
17 | MoU-agreement,9 | Commercial partnership,72 | France,2019,,
12 | 5G,,243 | South Africa,2019,3 | 5G,
15 | Telecommunications or ICT,,113 | Kenya,2019,,
17 | MoU-agreement,,230 | Uzbekistan,2019,,
8 | Data centre,,44 | Chile,2019,,
12 | 5G,,60 | Ecuador,2019,3 | 5G,
12 | 5G,,175 | Pakistan,2019,3 | 5G,
17 | MoU-agreement,,155 | Malaysia,2019,,
15 | Telecommunications or ICT,,159 | Niger,2019,,
17 | MoU-agreement,9 | Commercial partnership,120 | South Korea,2019,,
9 | Commercial partnership,,65 | Spain,2019,1 | Artificial Intelligence,
12 | 5G,,53 | Czech Republic,2019,3 | 5G,
17 | MoU-agreement,,14 | Australia,2019,,
12 | 5G,,62 | Egypt,2019,3 | 5G,
17 | MoU-agreement,,228 | United States,2019,,
17 | MoU-agreement,,195 | Singapore,2019,,
12 | 5G,,103 | India,2019,3 | 5G,
12 | 5G,,74 | United Kingdom,2019,3 | 5G,
12 | 5G,,195 | Singapore,2019,3 | 5G,
12 | 5G,,181 | Portugal,2019,3 | 5G,
9 | Commercial partnership,,99 | Indonesia,2019,,
11 | Smart cities,25 | Facial recognition,226 | Uganda,2019,2 | Smart cities,1 | Artificial Intelligence
8 | Data centre,17 | MoU-agreement,175 | Pakistan,2019,,
15 | Telecommunications or ICT,,233 | Venezuela,2019,,
12 | 5G,,112 | Japan,2019,3 | 5G,
12 | 5G,,29 | Brazil,2019,3 | 5G,
7 | Investment or joint venture,11 | Smart cities,13 | Austria,2019,1 | Artificial Intelligence,6 | Surveillance
25 | Facial recognition,,195 | Singapore,2019,1 | Artificial Intelligence,6 | Surveillance
22 | Investor,17 | MoU-agreement,2 | United Arab Emirates,2019,1 | Artificial Intelligence,
22 | Investor,,2 | United Arab Emirates,2019,1 | Artificial Intelligence,
22 | Investor,,14 | Australia,2019,1 | Artificial Intelligence,
22 | Investor,,228 | United States,2019,1 | Artificial Intelligence,
9 | Commercial partnership,25 | Facial recognition,13 | Austria,2019,1 | Artificial Intelligence,
7 | Investment or joint venture,9 | Commercial partnership,29 | Brazil,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,223 | Taiwan,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,223 | Taiwan,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,228 | United States,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,228 | United States,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,228 | United States,2019,1 | Artificial Intelligence,
18 | Surveillance equipment,25 | Facial recognition,175 | Pakistan,2019,1 | Artificial Intelligence,5 | Chinese state loan
25 | Facial recognition,,213 | Thailand,2019,1 | Artificial Intelligence,6 | Surveillance
25 | Facial recognition,,213 | Thailand,2019,1 | Artificial Intelligence,6 | Surveillance
1 | R&D lab,,2 | United Arab Emirates,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,112 | Japan,2019,1 | Artificial Intelligence,
3 | Research partnership,,195 | Singapore,2019,1 | Artificial Intelligence,
3 | Research partnership,17 | MoU-agreement,195 | Singapore,2019,1 | Artificial Intelligence,
3 | Research partnership,17 | MoU-agreement,195 | Singapore,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,112 | Japan,2019,1 | Artificial Intelligence,
1 | R&D lab,,2 | United Arab Emirates,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,228 | United States,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,155 | Malaysia,2019,1 | Artificial Intelligence,
11 | Smart cities,4 | Training,2 | United Arab Emirates,2019,6 | Surveillance,
11 | Smart cities,17 | MoU-agreement,112 | Japan,2019,2 | Smart cities,6 | Surveillance
9 | Commercial partnership,,72 | France,2019,,
18 | Surveillance equipment,4 | Training,228 | United States,2019,6 | Surveillance,
18 | Surveillance equipment,,67 | Finland,2019,6 | Surveillance,
9 | Commercial partnership,,228 | United States,2019,,
9 | Commercial partnership,,228 | United States,2019,,
9 | Commercial partnership,,228 | United States,2019,,
18 | Surveillance equipment,,228 | United States,2019,6 | Surveillance,6 | Surveillance
12 | 5G,,143 | Myanmar [Burma],2019,3 | 5G,
9 | Commercial partnership,,14 | Australia,2019,1 | Artificial Intelligence,
9 | Commercial partnership,17 | MoU-agreement,14 | Australia,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,168 | New Zealand,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,14 | Australia,2019,1 | Artificial Intelligence,
3 | Research partnership,,36 | Canada,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,65 | Spain,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,112 | Japan,2019,1 | Artificial Intelligence,
3 | Research partnership,,36 | Canada,2019,,
3 | Research partnership,,230 | Uzbekistan,2019,,
17 | MoU-agreement,,105 | Iraq,2019,,
10 | Subsidiary,,65 | Spain,2019,6 | Surveillance,
9 | Commercial partnership,,228 | United States,2019,6 | Surveillance,
3 | Research partnership,,228 | United States,2019,6 | Surveillance,
10 | Subsidiary,,44 | Chile,2019,6 | Surveillance,
18 | Surveillance equipment,,74 | United Kingdom,2019,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,25 | Facial recognition,2 | United Arab Emirates,2019,1 | Artificial Intelligence,2 | Smart cities
18 | Surveillance equipment,,103 | India,2019,6 | Surveillance,2 | Smart cities
18 | Surveillance equipment,,14 | Australia,2019,6 | Surveillance,2 | Smart cities
12 | 5G,,54 | Germany,2019,3 | 5G,
4 | Training,,128 | Sri Lanka,2019,6 | Surveillance,
4 | Training,,62 | Egypt,2019,,
4 | Training,,188 | Russia,2019,,
7 | Investment or joint venture,,188 | Russia,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,228 | United States,2019,1 | Artificial Intelligence,
9 | Commercial partnership,,228 | United States,2019,1 | Artificial Intelligence,
18 | Surveillance equipment,,228 | United States,2019,1 | Artificial Intelligence,6 | Surveillance
9 | Commercial partnership,,228 | United States,2019,,
9 | Commercial partnership,,72 | France,2019,1 | Artificial Intelligence,
17 | MoU-agreement,,228 | United States,2019,1 | Artificial Intelligence,3 | 5G
9 | Commercial partnership,,228 | United States,2019,1 | Artificial Intelligence,
10 | Subsidiary,,228 | United States,2019,4 | Biotech,
9 | Commercial partnership,,41 | Switzerland,2019,4 | Biotech,
17 | MoU-agreement,9 | Commercial partnership,228 | United States,2019,4 | Biotech,
3 | Research partnership,,194 | Sweden,2019,4 | Biotech,
1 | R&D lab,4 | Training,2 | United Arab Emirates,2019,4 | Biotech,
9 | Commercial partnership,,14 | Australia,2019,4 | Biotech,
17 | MoU-agreement,9 | Commercial partnership,228 | United States,2019,4 | Biotech,
17 | MoU-agreement,4 | Training,14 | Australia,2019,4 | Biotech,
9 | Commercial partnership,,228 | United States,2019,4 | Biotech,
9 | Commercial partnership,,228 | United States,2019,4 | Biotech,
18 | Surveillance equipment,,228 | United States,2019,6 | Surveillance,
9 | Commercial partnership,,228 | United States,2019,1 | Artificial Intelligence,
7 | Investment or joint venture,9 | Commercial partnership,228 | United States,2019,,
18 | Surveillance equipment,,108 | Italy,2019,6 | Surveillance,
9 | Commercial partnership,,243 | South Africa,2019,,
9 | Commercial partnership,,243 | South Africa,2019,,
9 | Commercial partnership,,228 | United States,2019,,
18 | Surveillance equipment,,188 | Russia,2019,6 | Surveillance,
11 | Smart cities,25 | Facial recognition,123 | Kazakhstan,2019,1 | Artificial Intelligence,6 | Surveillance
6 | Manufacturing facility,,103 | India,2019,,
11 | Smart cities,,54 | Germany,2019,6 | Surveillance,
11 | Smart cities,,163 | Netherlands,2019,2 | Smart cities,6 | Surveillance
7 | Investment or joint venture,,188 | Russia,2019,1 | Artificial Intelligence,
11 | Smart cities,,91 | Guyana,2019,2 | Smart cities,5 | Chinese state loan
17 | MoU-agreement,9 | Commercial partnership,188 | Russia,2019,,
11 | Smart cities,,19 | Bangladesh,2019,2 | Smart cities,6 | Surveillance
15 | Telecommunications or ICT,,114 | Kyrgyzstan,2019,,
12 | 5G,,115 | Cambodia,2019,3 | 5G,
12 | 5G,,174 | Philippines,2019,3 | 5G,
12 | 5G,,213 | Thailand,2019,3 | 5G,
4 | Training,,59 | Algeria,2019,2 | Smart cities,
1 | R&D lab,,74 | United Kingdom,2019,1 | Artificial Intelligence,
12 | 5G,,187 | Serbia,2019,3 | 5G,
5 | Overseas Office,,175 | Pakistan,2019,,
3 | Research partnership,,123 | Kazakhstan,2019,,
25 | Facial recognition,,230 | Uzbekistan,2019,6 | Surveillance,5 | Chinese state loan
11 | Smart cities,,213 | Thailand,2019,2 | Smart cities,
3 | Research partnership,7 | Investment or joint venture,29 | Brazil,2020,,
9 | Commercial partnership,,228 | United States,2020,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13 | Cable Terrestrial,,,,,
13 | Cable Terrestrial,,,,,
,,,,,
1 | R&D lab,,112 | Japan,,,
1 | R&D lab,,112 | Japan,,,
1 | R&D lab,,112 | Japan,,,
1 | R&D lab,,188 | Russia,,,
1 | R&D lab,,72 | France,,,
1 | R&D lab,,72 | France,,,
1 | R&D lab,,54 | Germany,,,
1 | R&D lab,,100 | Ireland,,,
1 | R&D lab,,108 | Italy,,,
1 | R&D lab,,194 | Sweden,,,
1 | R&D lab,,194 | Sweden,,,
1 | R&D lab,,100 | Ireland,,,
1 | R&D lab,,20 | Belgium,,,
1 | R&D lab,,54 | Germany,,3 | 5G,
1 | R&D lab,,54 | Germany,,,
1 | R&D lab,,194 | Sweden,,,
1 | R&D lab,7 | Investment or joint venture,74 | United Kingdom,,3 | 5G,
1 | R&D lab,,54 | Germany,,,
5 | Overseas Office,,150 | Malta,,,
1 | R&D lab,,228 | United States,,1 | Artificial Intelligence,
5 | Overseas Office,,36 | Canada,,,
1 | R&D lab,,228 | United States,,1 | Artificial Intelligence,
5 | Overseas Office,,74 | United Kingdom,,,
5 | Overseas Office,,74 | United Kingdom,,,
5 | Overseas Office,,74 | United Kingdom,,,
5 | Overseas Office,,220 | Turkey,,,
5 | Overseas Office,,213 | Thailand,,,
5 | Overseas Office,,41 | Switzerland,,,
5 | Overseas Office,,41 | Switzerland,,,
5 | Overseas Office,,65 | Spain,,,
5 | Overseas Office,,243 | South Africa,,,
5 | Overseas Office,,188 | Russia,,,
5 | Overseas Office,,143 | Myanmar [Burma],,,
5 | Overseas Office,,154 | Mexico,,,
5 | Overseas Office,,155 | Malaysia,,,
5 | Overseas Office,,112 | Japan,,,
5 | Overseas Office,,54 | Germany,,,
5 | Overseas Office,,54 | Germany,,,
5 | Overseas Office,,54 | Germany,,,
5 | Overseas Office,,54 | Germany,,,
5 | Overseas Office,,54 | Germany,,,
5 | Overseas Office,,34 | Belarus,,,
5 | Overseas Office,,29 | Brazil,,,
5 | Overseas Office,,29 | Brazil,,,
5 | Overseas Office,,34 | Belarus,,,
5 | Overseas Office,,14 | Australia,,,
5 | Overseas Office,10 | Subsidiary,14 | Australia,,,
5 | Overseas Office,,228 | United States,,,
5 | Overseas Office,1 | R&D lab,228 | United States,,,
5 | Overseas Office,,236 | Vietnam,,,
5 | Overseas Office,,20 | Belgium,,,
5 | Overseas Office,,41 | Switzerland,,,
10 | Subsidiary,,195 | Singapore,,,
10 | Subsidiary,,99 | Indonesia,,,
10 | Subsidiary,,112 | Japan,,,
10 | Subsidiary,,54 | Germany,,,
10 | Subsidiary,,163 | Netherlands,,,
10 | Subsidiary,,74 | United Kingdom,,,
10 | Subsidiary,,234 | British Virgin Islands,,,
10 | Subsidiary,,234 | British Virgin Islands,,,
,,,,,
11 | Smart cities,,113 | Kenya,,2 | Smart cities,6 | Surveillance
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
10 | Subsidiary,,93 | Hong Kong,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
11 | Smart cities,,135 | Morocco,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,175 | Pakistan,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,243 | South Africa,,2 | Smart cities,6 | Surveillance
,,,,,
11 | Smart cities,,113 | Kenya,,2 | Smart cities,6 | Surveillance
,,,,,
,,,,,
11 | Smart cities,,79 | Ghana,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,156 | Mozambique,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,9 | Angola,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,224 | Tanzania,,2 | Smart cities,6 | Surveillance
,,,,,
,,,,,
11 | Smart cities,,66 | Ethiopia,,2 | Smart cities,6 | Surveillance
,,,,,
,,,,,
11 | Smart cities,,98 | Hungary,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,137 | Moldova,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,188 | Russia,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,144 | Mongolia,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,195 | Singapore,,2 | Smart cities,6 | Surveillance
,,,,,
11 | Smart cities,,243 | South Africa,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,243 | South Africa,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,53 | Czech Republic,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,163 | Netherlands,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,163 | Netherlands,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,163 | Netherlands,,2 | Smart cities,6 | Surveillance
11 | Smart cities,,163 | Netherlands,,2 | Smart cities,6 | Surveillance
15 | Telecommunications or ICT,,9 | Angola,,5 | Chinese state loan,
15 | Telecommunications or ICT,,9 | Angola,,,
15 | Telecommunications or ICT,,9 | Angola,,,
15 | Telecommunications or ICT,,9 | Angola,,,
15 | Telecommunications or ICT,,9 | Angola,,,
15 | Telecommunications or ICT,,9 | Angola,,,
15 | Telecommunications or ICT,,243 | South Africa,,,
5 | Overseas Office,,186 | Romania,,,
15 | Telecommunications or ICT,,134 | Libya,,,
15 | Telecommunications or ICT,,44 | Chile,,,
15 | Telecommunications or ICT,,226 | Uganda,,,
15 | Telecommunications or ICT,,214 | Tajikistan,,,
15 | Telecommunications or ICT,,114 | Kyrgyzstan,,6 | Surveillance,2 | Smart cities
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
2 | Cable,,,,,
,,,,,
2 | Cable,,,,,
,,,,,
3 | Research partnership,,243 | South Africa,,,
17 | MoU-agreement,3 | Research partnership,190 | Saudi Arabia,,,
3 | Research partnership,,53 | Czech Republic,,,
17 | MoU-agreement,,99 | Indonesia,,,
3 | Research partnership,,173 | Papua New Guinea,,,
17 | MoU-agreement,,54 | Germany,,,
17 | MoU-agreement,,54 | Germany,,,
17 | MoU-agreement,,120 | South Korea,,,
17 | MoU-agreement,,220 | Turkey,,,
17 | MoU-agreement,,220 | Turkey,,,
3 | Research partnership,7 | Investment or joint venture,228 | United States,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,194 | Sweden,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,54 | Germany,,,
3 | Research partnership,,54 | Germany,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,74 | United Kingdom,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,7 | Investment or joint venture,93 | Hong Kong,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,36 | Canada,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,54 | Germany,,,
15 | Telecommunications or ICT,,41 | Switzerland,,,
3 | Research partnership,,54 | Germany,,,
3 | Research partnership,,54 | Germany,,,
3 | Research partnership,,54 | Germany,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,67 | Finland,,,
3 | Research partnership,,54 | Germany,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
17 | MoU-agreement,,123 | Kazakhstan,,,
3 | Research partnership,,228 | United States,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,14 | Australia,,,
3 | Research partnership,,168 | New Zealand,,,
3 | Research partnership,,168 | New Zealand,,,
3 | Research partnership,,168 | New Zealand,,,
3 | Research partnership,,168 | New Zealand,,,
3 | Research partnership,,13 | Austria,,,
3 | Research partnership,,13 | Austria,,,
3 | Research partnership,,13 | Austria,,,
3 | Research partnership,,13 | Austria,,,
3 | Research partnership,,100 | Ireland,,,
3 | Research partnership,,100 | Ireland,,,
3 | Research partnership,,100 | Ireland,,,
3 | Research partnership,,100 | Ireland,,,
3 | Research partnership,,100 | Ireland,,,
3 | Research partnership,,61 | Estonia,,,
3 | Research partnership,,61 | Estonia,,,
3 | Research partnership,,61 | Estonia,,,
3 | Research partnership,,34 | Belarus,,,
3 | Research partnership,,34 | Belarus,,,
3 | Research partnership,,34 | Belarus,,,
3 | Research partnership,,34 | Belarus,,,
3 | Research partnership,,22 | Bulgaria,,,
3 | Research partnership,,20 | Belgium,,,
3 | Research partnership,,20 | Belgium,,,
3 | Research partnership,,20 | Belgium,,,
3 | Research partnership,,20 | Belgium,,,
3 | Research partnership,,20 | Belgium,,,
,,,,,
3 | Research partnership,,176 | Poland,,,
3 | Research partnership,,56 | Denmark,,,
3 | Research partnership,,56 | Denmark,,,
3 | Research partnership,,56 | Denmark,,,
3 | Research partnership,,54 | Germany,,,
3 | Research partnership,,188 | Russia,,,
3 | Research partnership,,188 | Russia,,,
3 | Research partnership,,188 | Russia,,,
3 | Research partnership,,188 | Russia,,,
3 | Research partnership,,188 | Russia,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,72 | France,,,
3 | Research partnership,,67 | Finland,,,
3 | Research partnership,,163 | Netherlands,,,
3 | Research partnership,,163 | Netherlands,,,
3 | Research partnership,,163 | Netherlands,,,
3 | Research partnership,,163 | Netherlands,,,
3 | Research partnership,,163 | Netherlands,,,
3 | Research partnership,,133 | Latvia,,,
3 | Research partnership,,133 | Latvia,,,
3 | Research partnership,,133 | Latvia,,,
3 | Research partnership,,131 | Lithuania,,,
